gvkey,fyear,datadate,act,at,che,cogs,dlc,dltt,dp,dpc,ib,lct,oancf,ppegt,ppent,rect,sale,xsga,nicon,sic
283018,2012,20130331,3102.0250,4717.3220,55.5020,4739.0030,716.3870,290.5240,113.5140,113.5140,1125.3340,1881.8240,871.4010,1911.8500,1393.3570,584.9310,8634.6410,2163.1950,1125.3340,2300
283018,2013,20140331,4562.7570,6696.0180,34.6230,6396.7930,1299.0410,333.1460,139.2880,139.2880,1537.8370,2883.4460,740.0560,2384.9820,1736.6100,731.8960,11730.9430,2877.0130,1537.8370,2300
283018,2014,20150331,5578.1480,8234.6100,44.1790,8310.5480,1227.4260,345.3730,176.4290,176.4290,1960.2440,3121.6760,1669.9940,2991.7570,2154.7100,946.3670,15430.2130,3877.8870,1960.2440,2300
283018,2015,20160331,6808.9790,9446.9750,86.4560,6904.8180,705.9550,242.9890,238.0330,238.0330,2326.5650,3093.4640,2164.5660,3159.8990,2099.9680,1125.9780,17834.3380,4092.8690,2326.5650,2300
283018,2016,20170331,8303.7700,11512.9500,726.8600,8758.1100,478.9700,397.8400,247.1800,247.1800,2662.8200,4230.0600,2735.8500,2952.4200,2575.1900,1207.8000,21301.3400,4978.1200,2662.8200,2300
283018,2017,20180331,10550.3000,14123.8400,2849.0800,11042.1800,359.2600,326.2000,279.9200,279.9200,3469.7600,5083.9000,4545.5600,3507.6500,2885.8500,1804.0400,25513.6900,5405.0100,3469.7600,2300
283018,2018,20190331,10048.1100,13505.9000,438.5000,12171.0500,649.0800,198.6900,310.6200,310.6200,3939.4200,5338.6700,2297.1200,3920.5100,3023.5700,1818.3400,28521.9900,6086.0800,3939.4200,2300
283018,2019,20200331,10145.4400,15129.4100,1191.7900,13405.7500,493.5300,1270.3200,613.5500,613.5500,3432.2300,5566.1000,5166.9300,5511.6100,4309.5300,1469.7200,29454.2200,6294.7300,3432.2300,2300
283018,2020,20210331,12250.7600,16998.6300,4363.8600,12882.5200,326.4900,943.9600,629.1200,629.1200,3405.8100,7123.2000,6958.8800,5609.8700,4118.2700,1398.2700,28329.6200,5956.3100,3405.8100,2300
283018,2021,20220331,15680.7800,21069.4600,2799.0200,17418.9800,352.6100,746.4800,654.7300,654.7300,5365.3100,9363.5900,3269.1100,6476.7800,4656.9600,1699.3500,38864.6500,7873.8400,5365.3100,2300
286320,2000,20000630,0.0000,0.0000,0.0000,682.0500,0.0000,0.0000,17.5600,,39.8500,0.0000,,0.0000,0.0000,0.0000,824.0400,8.8930,,2300
286320,2001,20010630,0.0000,0.0000,0.0000,998.8590,0.0000,0.0000,15.5000,,43.9700,0.0000,,0.0000,0.0000,0.0000,1162.8300,9.1180,,2300
286320,2002,20020630,490.6170,807.3240,0.8470,1166.2630,253.1450,177.8420,21.4170,21.7980,43.6550,264.4320,39.4580,405.0760,316.3310,230.0900,1336.6470,50.0890,43.6550,2300
286320,2003,20030630,684.6710,1000.2990,0.8730,1374.0670,366.0020,162.8420,21.8070,22.1820,53.7630,390.8040,7.1190,426.1800,315.6280,353.5050,1575.0220,42.0520,53.7630,2300
286320,2004,20040630,875.3300,1189.8010,5.9190,1888.9480,424.3930,175.4060,22.2230,22.2230,61.9440,506.0660,6.4160,446.9880,314.4710,434.4760,2108.4000,47.6770,61.9440,2300
286320,2005,20050630,1123.7440,1608.1260,2.3670,2566.9780,735.5640,158.4010,23.3530,23.3530,97.2870,843.8420,98.5610,639.9350,484.1980,540.6160,2823.8480,49.8860,97.2870,2300
286320,2006,20060630,1438.2610,3749.9670,16.6950,3252.0820,683.3610,1583.2400,27.3000,27.3000,158.4190,835.3210,35.8350,2490.1430,2307.0850,686.2050,3600.3310,84.3060,158.4190,2300
286320,2007,20070630,2823.0530,6890.5830,30.2210,5314.7790,1241.9140,3376.2410,148.1640,148.1640,405.6930,1670.4510,611.5220,4394.8880,4063.6670,1408.3640,6443.8390,244.8190,405.6930,2300
286320,2008,20080630,4527.6030,9251.0800,13.9700,7650.9160,1930.1250,4383.4560,224.1620,224.1620,577.1350,2383.6400,-23.8450,5242.5930,4687.2090,2192.2870,9281.3110,372.2770,577.1350,2300
286320,2009,20090630,6939.7250,12196.8620,403.8100,9413.0700,3326.6470,4912.1580,251.9860,251.9860,629.5890,3965.8460,318.8070,5963.2080,5155.8380,3379.8480,11579.5040,541.1490,629.5890,2300
286320,2010,20100630,10368.8540,17119.6510,321.5520,12658.2090,6209.4220,5079.0910,269.9650,269.9650,916.5300,7040.7010,-982.6180,7240.4990,6163.1640,4030.5570,15354.8030,752.1750,916.5300,2300
286320,2011,20110630,12344.0080,24263.9140,505.2970,14488.2560,6431.9320,10015.9070,370.8800,370.8800,1041.0500,7421.9530,978.3900,12552.5860,11104.3710,4072.1050,17983.8300,906.2210,1041.0500,2300
286320,2012,20120630,14091.0210,33594.1240,146.9640,18675.3230,9293.4530,13917.4410,616.6560,616.6560,1104.7330,10397.6370,1840.6100,19795.5170,17730.4910,6472.9700,23967.9200,1009.2820,1104.7330,2300
286320,2013,20130630,16056.2460,35512.9810,161.6640,16455.2350,10433.2370,17535.4460,1016.9670,1016.9670,-4155.4050,11942.7160,-5176.6930,20841.8450,17759.8520,4193.8970,19221.9660,2038.5290,-4155.4050,2300
286320,2013,20140331,13438.8460,32459.9750,83.7430,8762.5880,10186.7280,21549.3560,790.1030,790.1030,-6246.6630,12234.1530,236.6060,,17452.9220,7458.8830,8565.8920,1563.4570,-6246.6630,2300
286320,2014,20150331,6996.5110,24796.8990,52.1520,8364.3210,10677.9570,23032.7970,1117.0850,1117.0850,-9302.5690,12395.9170,-1084.1170,21756.6260,16753.1690,6142.8410,7137.5670,1177.0100,-9302.5690,2300
286320,2015,20160331,4767.2110,21616.4070,31.7390,3010.1540,9486.7090,24108.5550,956.8630,956.8630,-1511.0510,10195.3080,90.1390,21805.4460,15845.1260,3998.1880,4487.5950,530.0780,-1511.0510,2300
286320,2016,20170331,2918.9740,18898.0670,25.4900,2193.2130,9375.3130,24066.1480,895.1200,895.1200,-2664.1680,10212.7760,118.3770,21806.5570,14951.1170,2344.8550,3115.8710,517.8980,-2664.1680,2300
286320,2017,20180331,2912.3970,17634.4440,17.1590,1058.1410,9269.4870,23884.4730,881.5850,881.5850,-1180.7540,10164.0750,170.4100,21188.5370,13777.7640,2545.3210,1928.2730,481.6630,-1180.7540,2300
286320,2018,20190331,,,,1025.9000,,,837.3000,,-1249.5000,,,,,,614.9000,,-1249.5000,2300
286488,1999,20000331,434.3790,992.0870,5.3880,633.0100,144.3450,213.5440,42.1340,44.0750,84.2870,265.4640,54.0530,649.2650,516.6710,121.3990,961.1460,117.8570,84.2870,2300
286488,2000,20010331,588.9060,1230.2630,16.1460,843.1090,201.4530,292.2110,50.2710,60.9690,83.8600,335.9470,38.3170,748.9880,570.2610,156.9730,1157.4750,0.0000,83.8600,2300
286488,2001,20020331,591.7050,1433.2740,11.3160,898.3060,315.4810,261.2620,40.6470,59.1190,45.0460,452.4310,171.6000,874.6570,727.1450,140.3110,1198.9180,37.1520,45.0460,2300
286488,2002,20030331,667.1420,1490.1130,12.5080,984.2860,309.7840,376.6000,48.6830,67.7920,49.9100,442.3320,90.6630,912.2970,721.5620,165.0880,1333.9100,45.2220,49.9100,2300
286488,2003,20040331,737.2940,1574.6010,17.8590,1186.6700,336.1870,334.3580,51.3880,70.7630,56.0750,478.5400,106.4660,987.9970,753.9050,156.3280,1546.9640,39.3860,56.0750,2300
286488,2004,20050331,919.3090,2208.1830,20.9230,1352.0140,473.6800,676.3120,56.2630,75.1950,141.3400,637.5820,62.0520,1495.8850,1215.0710,195.1800,1795.5640,39.6120,141.3400,2300
286488,2005,20060331,2808.9280,5155.0060,1029.9470,2002.1220,1035.1060,1259.9130,74.3020,89.3710,238.0270,1293.9220,-451.7690,2570.3530,2225.4910,497.3950,2629.9480,43.6600,238.0270,2300
286488,2006,20070331,3404.7720,7055.5330,483.0380,3349.7590,1516.7720,2203.2450,134.0700,145.4880,303.2400,1958.9170,-139.4040,4003.8430,3543.2150,822.2210,4291.3540,130.6830,303.2400,2300
286488,2007,20080331,4829.5900,10884.0750,304.0310,5114.7080,2887.7800,4152.5070,178.2500,192.0080,115.0080,3559.7400,-1076.3090,6084.7510,5453.5800,1412.2900,6342.6910,429.8610,115.0080,2300
286488,2008,20090331,0.0000,0.0000,0.0000,7585.9610,0.0000,0.0000,304.9060,,-2011.0770,0.0000,,0.0000,0.0000,0.0000,8122.7160,159.8420,,2300
286488,2009,20090630,4629.2760,13255.1180,301.6440,9236.2770,3168.1250,6684.4540,394.0320,413.6020,-2496.6550,4320.7930,-1329.2630,7999.2570,7015.4520,1970.6040,9938.5220,694.9690,-1997.3240,2300
286488,2009,20100331,5209.7180,14631.3560,208.4670,4001.7820,3624.6350,8125.8190,306.6090,315.7520,-917.6290,4243.1660,-1653.1630,8165.6800,6883.1430,1313.7780,4688.2290,489.5890,-917.6290,2300
286488,2010,20110331,6346.9910,16228.3380,200.7200,5677.3660,3965.3430,7757.1990,444.2680,453.5780,-965.8390,5401.5800,-1187.6400,8168.6200,6447.6250,991.8130,6955.0010,744.3590,-965.8390,2300
286488,2011,20120331,4846.1580,10967.9690,246.7400,7084.1190,4017.7110,6995.8420,456.6700,479.4550,-2763.2260,4809.2980,512.1610,8155.0620,5984.0850,1552.9390,6448.1760,957.7230,-2763.2260,2300
286488,2012,20130331,5274.8460,10967.4530,447.9620,5666.2740,3992.4220,6615.9170,450.1450,450.1450,-1158.1900,5239.5250,1129.0810,8167.1820,5548.8070,1244.2470,7005.3990,1148.1610,-1272.2410,2300
286488,2013,20140331,5624.2800,10988.1100,516.0050,6540.3430,4046.0190,6729.3960,450.4690,450.4690,-1175.6210,5368.2740,1100.4530,8173.2660,5110.9120,1305.4840,7790.9200,1340.8940,-1298.7110,2300
286488,2014,20150331,5496.9990,10395.2560,318.1280,5048.3760,3840.4580,6735.8150,448.6020,448.6020,-294.2020,5071.6970,43.2800,8210.4860,4695.2410,1299.2350,6108.9910,1278.7500,-420.8300,2300
286488,2015,20160331,2155.0980,6593.0240,87.0070,4035.8540,543.0010,7625.7150,359.7050,359.7050,202.3090,2030.3430,4113.9190,8196.1050,4342.2690,929.3530,5494.1540,664.9100,75.6810,2300
286488,2016,20170331,1270.9110,5183.5420,70.3040,3446.1880,491.4060,7394.6180,336.7680,336.7680,-563.5070,1521.3950,520.2950,7915.6350,3800.4510,478.4590,4768.6050,670.6780,-690.1350,2300
286488,2017,20180331,769.9320,4168.6140,27.6580,2528.3920,3228.7140,3997.6080,352.6580,352.6580,-1196.6000,3938.3000,423.0870,7552.7480,3185.3080,353.3930,3634.6720,581.7940,-1196.6000,2300
286488,2018,20190331,721.2910,3776.8560,38.5660,2435.7680,3722.7400,3996.6260,338.3660,338.3660,-632.6290,4183.4780,615.9490,7515.0180,2875.2290,337.8950,3711.5160,476.9310,-632.6290,2300
286488,2019,20200331,579.1010,2261.5460,38.1710,2012.2670,3344.6760,3956.6560,148.6520,148.6520,-1122.3830,3830.2120,-124.7620,4546.8430,1506.4840,246.3440,3132.0180,469.5790,-1122.3830,2300
286488,2020,20210331,727.3210,1961.0950,10.6430,1565.3430,3438.1340,4271.4230,80.7900,80.7900,-749.2800,3962.2560,358.1560,3510.6990,1080.3180,368.7570,2541.0270,344.3970,-749.2800,2300
286488,2021,20220331,410.4930,454.8930,5.1420,2062.8370,2731.9470,4413.9320,50.2600,50.2600,-829.0460,3177.1610,-586.2970,62.5440,22.2600,350.3240,3024.2790,438.4890,-829.0460,2300
286526,1999,20000331,1179.2730,1967.1680,8.4250,2142.4820,491.0910,553.2790,71.3550,71.3550,147.7150,732.2070,218.6800,1300.5930,786.2880,660.6620,2838.7970,431.5840,147.7150,2300
286526,2000,20010331,1539.0120,2419.6430,7.1720,2432.0950,440.9910,790.0970,84.3120,84.3120,152.3360,761.1370,-58.4250,1456.5720,879.0240,807.9950,3223.0830,489.9650,152.3360,2300
286526,2001,20020331,1634.9890,2576.6380,9.6510,1942.9190,503.7820,840.4800,94.2650,94.2650,81.1830,779.2560,48.5150,1603.5870,940.5100,816.7490,2707.3160,524.8790,81.1830,2300
286526,2002,20030331,1581.1170,2518.7710,13.6940,1998.6230,528.4690,670.0270,98.4830,98.4830,76.7250,807.5280,235.3870,1648.2840,936.9480,847.6590,2730.2020,478.8800,76.7250,2300
286526,2003,20040331,1488.6980,2527.7910,19.1690,1948.0400,478.6290,695.6240,100.4260,100.4260,73.5870,717.9690,260.1470,1833.2010,1037.7250,700.1140,2637.4010,467.3460,73.5870,2300
286526,2004,20050331,1467.5820,2700.2180,7.9230,2203.9060,480.4610,760.9380,118.5000,118.5000,81.6280,749.8670,280.0530,1982.2660,1231.2680,676.9200,2961.9350,509.6940,81.6280,2300
286526,2005,20060331,1894.1620,3156.6000,10.4970,3021.0440,622.2110,676.9700,142.0800,142.0800,161.8520,1134.5910,199.9700,2088.0210,1261.0730,993.6210,3936.7610,579.2590,161.8520,2300
286526,2006,20070331,2259.2420,4042.0830,14.0380,3342.2560,1174.5750,761.4080,155.4980,155.4980,200.4460,1792.9830,98.7790,2640.2250,1781.1490,1277.5730,4467.0650,736.9870,200.4460,2300
286526,2007,20080331,2760.6780,4826.0510,11.2360,3580.0460,1390.5730,1314.1920,165.5490,165.5490,94.3290,1973.6980,-145.9770,3031.0410,2018.8240,1426.0150,4860.9620,862.7690,94.3290,2300
286526,2008,20090331,2475.7700,4543.8960,21.2750,3873.9490,903.4170,1423.7690,191.7930,191.7930,114.3790,1517.4110,785.4550,3222.2560,2037.4430,1137.8920,5301.1570,871.3480,114.3790,2300
286526,2009,20100331,2514.0210,4801.4740,29.4300,4831.8830,680.7490,1216.7090,201.9330,201.9330,336.9860,1703.2040,1033.9510,3321.6630,1984.1940,1167.8630,6597.1870,956.8160,336.9860,2300
286526,2010,20110331,4079.3940,6579.0680,28.7050,6101.0780,1704.8220,1150.5520,209.3190,209.3190,576.4290,3059.6400,-231.4350,3829.4060,2313.7250,1847.9000,8547.9680,1258.2410,576.4290,2300
286526,2011,20120331,4606.2190,7256.1910,47.4580,6347.4620,1572.3220,801.5840,223.0590,223.0590,567.2660,3356.6200,608.7390,4119.1880,2444.4260,1988.5930,9155.4060,1499.5430,567.2660,2300
286526,2012,20130331,5080.5420,8373.3160,32.9660,7203.7090,1780.0860,1001.9590,218.2040,218.2040,550.0900,3762.5550,680.5620,5038.3440,3161.4350,2111.9050,10413.1390,1917.0740,551.5850,2300
286526,2013,20140331,5304.9550,8963.6860,56.2660,9009.9090,2288.0320,852.1670,291.5050,291.5050,635.6780,3880.4970,655.4170,5610.4040,3490.6420,2623.4040,13034.3280,2369.2550,642.8980,2300
286526,2014,20150331,6228.6910,9771.3630,45.7350,10401.1870,2516.2720,577.6540,408.9620,408.9620,787.8990,4277.7610,595.7090,5840.6220,3371.0740,3373.9730,15102.9840,2726.0020,787.1560,2300
286526,2015,20160331,7433.3130,11956.4040,63.4220,8252.3870,3509.4390,567.7500,429.9430,429.9430,848.8840,5629.4600,712.8580,6834.8740,3792.6190,3664.7720,16217.4770,2194.3260,851.7130,2300
286526,2016,20170331,6801.5660,11588.8750,46.3150,7330.1140,2407.2940,638.8800,513.3310,513.3310,910.1370,4215.0650,2029.4710,4919.8530,4177.2270,3340.5190,15683.3480,2396.1060,910.1370,2300
286526,2017,20180331,9590.1020,15533.9800,228.8290,7727.9980,4388.9830,1344.9600,542.1100,542.1100,1108.1310,6685.3330,-308.5090,6312.5620,5110.1530,4767.3130,17320.3950,2715.4930,1108.1310,2300
286526,2018,20190331,9304.4650,15024.7160,78.3790,8065.6360,3070.8600,1372.3360,590.4020,590.4020,990.8700,5200.3890,1918.0870,6842.8030,5117.2610,4590.0050,18161.6880,2988.9300,990.8700,2300
286526,2019,20200331,8945.0740,14869.7850,42.6650,8371.6450,2952.4120,1377.2490,730.3540,730.3540,692.4720,5053.2490,2009.6220,7737.6820,5331.5050,4055.5700,16993.0030,2821.3510,692.4720,2300
286526,2020,20210331,6701.2730,12104.9450,252.6840,6441.5340,604.1440,788.8040,611.6900,611.6900,35.8000,2931.5780,3301.1790,7626.6470,4716.0550,3301.0160,10892.4570,1387.3110,35.8000,2300
286526,2021,20220331,9753.7870,15129.0260,311.6870,9216.2680,1786.4450,440.7910,589.1650,589.1650,2162.3780,4611.5880,448.0240,8156.4410,4849.8810,4898.3910,19049.6390,1889.8220,2162.3780,2300
286641,2000,20010331,49.8700,58.4000,0.0700,0.1700,0.0000,51.0600,0.0100,,0.1300,0.9000,,9.4600,7.7500,6.1100,0.0400,1.3200,0.3900,2300
286641,2001,20020331,5.8900,53.2100,4.3200,0.0600,0.0000,50.8300,5.4400,,-9.7400,2.4000,,53.7700,46.6200,0.2400,0.2400,1.6000,-9.6500,2300
286641,2002,20030331,71.3100,169.8200,15.2500,20.5000,0.0000,145.3300,5.9700,,8.2200,15.9200,,89.5300,72.6000,44.9300,36.5100,5.5900,8.6400,2300
286641,2003,20040331,99.5900,208.3600,12.8200,133.5200,3.6400,113.4400,9.5000,,38.2100,47.3600,,116.4400,89.8400,41.6100,224.2600,30.7300,38.2100,2300
286641,2004,20050331,193.9900,297.7800,30.6900,156.9800,49.9900,102.0300,10.5700,,37.9800,104.9100,,135.7100,98.3100,73.8800,261.1900,43.5600,36.1500,2300
286641,2005,20060331,5136.3490,5458.2100,4852.1490,453.6480,93.8670,70.0000,14.9150,15.0060,116.5110,4212.6680,-35.2420,302.4550,251.4290,134.9560,880.2120,228.4000,116.5110,2300
286641,2006,20070331,1229.7510,1621.9100,710.1700,700.9600,161.8390,46.6010,29.6190,29.6190,186.4660,315.0330,-44.4550,384.6350,305.5880,252.2960,1336.1940,381.3330,186.4660,2300
286641,2007,20080331,1401.5650,1894.5500,759.0700,833.7370,241.1560,33.3100,39.2030,39.2030,211.0480,447.5950,144.5030,483.4810,366.5160,325.5890,1595.9670,454.1600,211.0480,2300
286641,2008,20090331,1459.9350,1960.7560,1028.7990,719.6290,216.3400,19.5260,50.4100,50.4100,142.5770,428.2670,416.5300,616.9900,455.0540,230.3620,1445.8340,491.3420,142.5770,2300
286641,2009,20100331,1729.3020,2208.1130,1217.4390,772.2590,100.0000,58.0080,58.4450,58.4450,325.1650,398.2080,302.0740,636.9470,426.9370,275.7160,1752.7770,501.1020,325.1650,2300
286641,2010,20110331,2040.0130,2518.7780,1308.0010,1075.0130,55.7010,0.0000,57.2630,57.2630,462.3330,541.2110,377.6700,691.0190,427.2030,334.3190,2353.1000,593.0080,462.3330,2300
286641,2011,20120331,2245.8660,2852.7360,1316.6870,1550.8730,148.9030,0.0000,62.3100,62.3100,521.4080,551.6690,369.3990,748.6230,441.3700,580.5670,3018.9840,716.4460,521.4080,2300
286641,2012,20130331,2640.2580,3244.2900,1789.6450,1515.9170,140.9070,0.0000,59.3760,59.3760,534.1730,645.8350,662.1740,788.0650,438.7540,497.8120,3029.9250,758.1940,534.1730,2300
286641,2013,20140331,3136.7340,3705.3560,1983.6380,1844.1860,118.7700,0.0000,51.4730,51.4730,670.2770,720.6200,422.1980,804.8320,420.5070,649.6120,3672.1480,873.8400,670.2770,2300
286641,2014,20150331,2017.7390,4104.8300,804.0790,2142.0780,113.5300,0.0000,37.3970,37.3970,662.4460,803.0040,753.2580,991.2780,576.7830,791.0980,4083.2390,966.1640,662.4460,2300
286641,2015,20160331,2951.7710,4237.3370,1244.0320,2419.4720,288.8760,0.0000,41.6070,41.6070,679.3330,1078.6070,490.7760,1051.7270,618.7510,1102.5320,4573.5910,1113.5070,678.9510,2300
286641,2016,20170331,2958.1400,4953.7820,1320.3020,2532.3900,405.0500,0.0000,47.9360,47.9360,852.7480,1224.6740,807.4110,1193.2800,734.0180,1071.6650,4923.7830,1395.7940,852.3660,2300
286641,2017,20180331,3515.3750,5718.4870,1557.2790,2424.5650,482.9650,0.0000,57.7350,57.7350,731.8650,1663.9890,555.5420,861.9840,766.4130,1376.3340,4602.7490,1195.9990,731.8650,2300
286641,2018,20190331,4120.2300,6452.2040,1440.2960,2444.9060,934.5990,0.0000,80.6150,80.6150,802.8820,2083.3720,-6.0030,944.7730,791.8070,1786.3830,5023.9620,1455.6690,802.8820,2300
286641,2019,20200331,4861.8660,6364.2370,2168.6030,2647.9730,882.9120,34.2010,82.3400,82.3400,730.3010,1804.6810,509.3810,1053.8250,838.0330,1723.4890,5296.7010,1697.7230,730.3010,2300
286641,2020,20210331,4694.4510,5822.1640,2764.5390,1823.5560,467.4380,31.1430,66.9820,66.9820,198.0190,1433.1650,967.0690,1082.1880,818.0420,1331.3930,3027.2960,1017.0970,198.0190,2300
286641,2021,20220331,6181.7240,7429.5980,3153.4490,3613.4070,774.8850,43.8830,70.2630,70.2630,816.2770,2604.6500,568.6830,1180.8660,853.1280,1736.9120,6076.0980,1462.3960,816.2770,2300
287113,2003,20040331,24.3800,226.0800,22.7000,1.1900,0.0000,184.9000,6.4800,2.4100,-7.1700,43.9100,38.8700,201.7100,199.3000,0.0100,0.0000,0.2600,-7.1700,2300
287113,2004,20050331,593.3600,2053.0500,84.3800,455.8800,0.0000,1397.3200,190.7700,58.7700,0.2000,489.1600,149.4900,1520.3300,1459.1600,282.5300,591.9900,15.0400,0.2000,2300
287113,2005,20060331,1743.3500,6811.6200,152.2200,2950.6700,0.0000,3111.7400,281.7400,281.7400,755.1500,1263.9000,825.1700,5406.4800,5065.3700,584.7100,4214.5000,274.2000,755.1500,2300
287113,2006,20070331,2607.0200,9392.9100,272.4800,3271.1800,865.6700,3297.7800,363.5300,363.5300,584.2000,2351.6000,750.5500,7381.5700,6683.3900,841.1800,4816.2300,342.2700,584.2000,2300
287113,2007,20080331,4160.0250,12678.7900,795.0410,4185.3880,1795.3210,4650.0480,470.1760,470.1760,793.4500,2604.4830,-403.2050,9629.2100,8468.7650,1159.2250,5739.6340,480.7250,793.4500,2300
287113,2008,20090331,4497.3670,12706.1790,462.3240,5697.1620,1126.0450,4182.1490,559.5440,559.5440,101.0340,3029.1190,1546.5810,9927.4440,8208.8120,1682.2040,7181.7750,670.5740,101.0340,2300
287113,2009,20100331,3860.1210,11805.1160,522.0250,5655.7110,887.3760,3662.8270,704.9730,704.9730,504.3510,2246.4340,1573.6190,10358.6440,7944.9950,1420.9670,8032.0910,805.1420,504.3510,2300
287113,2010,20110331,5226.4100,15144.5140,397.0780,6879.3420,2555.6770,4695.5630,1256.7540,1256.7540,722.0740,4066.6680,637.5750,13538.0490,9918.1040,1448.6960,10493.6880,1057.7550,714.8950,2300
287113,2011,20120331,4618.0000,17190.3000,592.6000,9713.2000,3813.7000,4262.0000,1036.2000,1036.2000,327.9000,4494.3000,2154.4000,16255.6000,11656.1000,1987.5000,12685.4000,1142.2000,315.7000,2300
287113,2012,20130331,7247.2000,20900.2000,1425.1000,11114.8000,4322.5000,4799.4000,1509.3000,1509.3000,1030.1000,6943.4000,4057.9000,19507.8000,13384.8000,2042.2000,16646.7000,1562.4000,1017.8000,2300
287113,2013,20140331,8919.2000,21644.6000,1618.5000,17327.2000,4877.1000,4742.6000,1567.0000,1567.0000,1416.8000,8153.8000,4520.3000,20235.0000,12604.1000,2952.2000,23710.2000,1993.9000,1404.5000,2300
287113,2014,20150331,9611.3000,22317.4000,983.8000,18766.3000,5114.0000,3128.9000,1540.2000,1540.2000,1735.7000,8589.3000,3101.4000,21219.4000,12076.3000,3313.2000,25657.5000,2353.5000,1723.1000,2300
287113,2015,20160331,10829.7000,23960.2000,457.0000,16699.0000,6768.6000,2100.6000,1520.5000,1520.5000,2101.1000,9791.9000,2026.6000,22510.6000,11902.1000,4679.6000,25910.9000,2201.3000,2093.9000,2300
287113,2016,20170331,10376.1000,23913.5000,503.7000,17522.1000,5676.6000,2113.6000,1493.9000,1493.9000,2868.2000,7697.4000,4770.4000,,13082.9000,4127.3000,28069.4000,2810.6000,2868.2000,2300
287113,2017,20180331,13036.2000,25521.5000,343.6000,19103.0000,4891.3000,1586.1000,1398.5000,1398.5000,2903.8000,7716.9000,2259.8000,16544.3000,12227.7000,5257.6000,30232.7000,3027.6000,2903.8000,2300
287113,2018,20190331,17654.4000,29737.4000,640.9000,21211.0000,7258.4000,1304.9000,1311.3000,1311.3000,3348.7000,10034.0000,659.4000,17073.1000,11482.5000,6217.2000,33840.1000,3832.3000,3348.7000,2300
287113,2019,20200331,15101.7000,28971.8000,1588.2000,20591.0000,6035.6000,2067.5000,1370.9000,1370.9000,3766.8000,7703.3000,7882.8000,20207.6000,13260.1000,5471.4000,33526.3000,3973.6000,3766.8000,2300
287113,2020,20210331,17544.3000,32650.6000,3413.9000,20344.0000,4966.9000,1790.8000,1467.0000,1467.0000,5152.6000,6881.2000,6589.2000,21189.4000,12825.3000,3840.9000,35301.5000,3973.5000,5152.6000,2300
287113,2021,20220331,24738.9000,48680.2000,4705.2000,27941.0000,5591.4000,6260.7000,1411.2000,1411.2000,8418.4000,9794.5000,4942.3000,30281.0000,20541.6000,5632.1000,48224.8000,4473.7000,8418.4000,2300
287809,1999,20000331,128.5800,228.8310,4.4790,100.9100,36.5550,88.6570,4.4170,5.8540,5.9910,92.6740,-15.1230,112.8850,92.7500,59.8060,155.6730,47.8140,5.9910,2300
287809,2000,20010331,101.7770,221.8940,4.6690,146.8670,24.1150,86.4400,4.6650,6.1020,-25.5440,85.9540,13.6490,113.3040,88.5090,33.5300,154.1020,19.8820,-25.5440,2300
287809,2001,20020331,90.1370,197.3210,8.1120,90.5330,22.0880,73.5080,4.7160,4.9710,9.5190,74.3140,24.0760,114.8610,85.3500,27.6980,147.3360,40.7670,9.5190,2300
287809,2002,20030331,113.2570,205.8650,13.6090,240.9280,21.2150,70.6030,5.2000,5.4540,20.9880,85.5900,29.4060,125.5750,91.8000,50.9490,340.8650,71.2950,20.9880,2300
287809,2003,20040331,154.1120,255.5810,18.2450,237.1320,48.7360,57.3510,6.6200,6.8750,18.4600,127.9140,13.6020,141.0160,100.9170,65.8470,364.7960,116.2020,18.4600,2300
287809,2004,20050331,275.6000,421.8100,91.2710,517.6910,138.3030,60.4080,7.8800,8.1350,26.2390,248.2160,45.4820,193.2600,145.9120,74.6630,738.7300,210.7450,26.2390,2300
287809,2005,20060331,363.5960,670.4380,22.4370,776.9050,293.1400,74.7730,14.2670,14.5220,44.3350,438.3060,-45.3490,366.2740,306.7980,176.0880,1058.3270,226.6930,44.3350,2300
287809,2006,20070331,597.1720,1644.3020,154.9920,1081.7890,450.7490,683.5320,19.4500,19.4500,95.5310,678.3740,162.1600,1124.6330,1047.0860,261.4800,1529.6030,325.7840,95.5310,2300
287809,2007,20080331,686.5530,1833.5980,85.5680,1210.8110,454.4790,691.6310,49.1840,49.1840,88.4110,741.9550,166.0570,1273.4830,1147.0010,312.4940,1761.0960,429.8220,88.4110,2300
287809,2008,20090331,900.0200,2137.2330,37.1900,1208.4900,577.3600,801.4870,60.8070,60.8070,99.5900,825.3730,8.0330,1420.1980,1237.1700,553.1410,1823.8760,432.5710,99.5900,2300
287809,2009,20100331,1073.0680,2267.8210,98.7770,1725.2290,523.4550,611.7680,65.5440,65.5440,185.0480,960.4500,440.3810,1443.2820,1194.7100,490.1810,2474.1920,513.3500,185.0480,2300
287809,2010,20110331,1266.3170,2498.9110,83.3640,1622.5570,656.9420,430.1650,68.8600,68.8600,206.3270,1175.5770,-156.0540,1549.7840,1232.5510,392.9380,2422.8470,456.1110,206.3270,2300
287809,2011,20120331,1404.8910,2674.6740,365.2360,2039.1410,946.5740,68.5540,68.6640,68.6640,271.1560,1452.3410,625.7110,1589.0550,1223.8670,373.7840,3119.9880,446.7630,271.1560,2300
