gvkey,fyear,datadate,act,at,cogs,dltt,dp,oancf,ppegt,rect,sale,xsga,nicon
287809,2008,20090331,900.0200,2137.2330,1208.4900,801.4870,60.8070,8.0330,1420.1980,553.1410,1823.8760,432.5710,99.5900
287809,2009,20100331,1073.0680,2267.8210,1725.2290,611.7680,65.5440,440.3810,1443.2820,490.1810,2474.1920,513.3500,185.0480
287809,2010,20110331,1266.3170,2498.9110,1622.5570,430.1650,68.8600,-156.0540,1549.7840,392.9380,2422.8470,456.1110,206.3270
287809,2011,20120331,1404.8910,2674.6740,2039.1410,68.5540,68.6640,625.7110,1589.0550,373.7840,3119.9880,446.7630,271.1560
287809,2012,20130331,1648.4610,2949.7370,2013.5160,25.2050,86.2130,243.7140,1631.5020,613.7030,3169.8330,498.5640,293.7680
287809,2013,20140331,2173.3520,4037.4600,2769.9670,289.1430,96.8000,1157.5270,2349.3830,756.7520,4422.1000,673.5180,573.6880
287809,2014,20150331,3411.9100,5352.8470,2489.1560,268.3740,213.2940,1283.6280,2594.5450,886.9210,5110.9590,897.4130,985.1750
287809,2015,20160331,4349.1460,6165.2580,2188.6090,82.9280,212.7310,1316.4550,2661.6190,1183.0530,5458.1670,859.7650,1096.9460
287809,2016,20170331,3549.4590,5432.9540,2031.1780,31.4290,203.6280,449.0180,2852.1620,1759.7590,5459.0130,932.8850,837.8130
287809,2017,20180331,3765.4990,5999.4430,2246.1620,6.2580,234.0140,286.2370,2458.5670,1614.2270,5572.5420,999.3650,635.4940
287809,2018,20190331,4951.6990,7576.7520,2525.0250,0.0000,272.6250,85.5620,3203.6260,2126.8370,6068.0460,1077.5570,714.4530
287809,2019,20200331,5555.1120,8350.9320,3284.9240,0.0000,264.5230,511.9130,3484.8020,2929.5450,7392.0980,1245.6320,1033.7090
287809,2020,20210331,5238.7410,7874.4240,1995.5720,0.0000,231.0440,1161.1170,3648.7300,2111.3440,4553.8820,784.3570,542.7260
287809,2021,20220331,6791.2550,9936.1610,3753.9550,0.0000,214.3770,29.9820,3917.8060,3620.6230,7885.6120,1162.3470,1251.2140
288083,2001,20020331,116.6700,131.3100,123.5200,15.5600,2.5700,5.8000,25.6400,46.4200,159.9400,30.3800,1.5900
288083,2002,20030331,169.2400,187.4700,167.5100,22.7500,2.6600,-10.3600,31.8000,52.4200,210.4900,40.0200,4.3200
288083,2003,20040331,213.0300,233.4300,218.1000,30.1600,3.7200,-22.5600,36.6000,43.3200,310.6700,70.2500,8.8200
288083,2004,20050331,346.6000,378.4700,398.3000,63.9800,4.2400,15.8500,51.8800,51.9700,579.4500,132.8600,19.2900
288083,2005,20060331,1253.1100,1359.8900,953.9600,230.1700,10.3600,-231.2000,137.0800,81.7100,1583.4400,373.2300,132.2800
288083,2006,20070331,4624.7400,5066.6000,2163.1400,571.4800,39.6700,-2012.4700,505.9800,203.9200,4023.9700,1156.3400,344.8700
288083,2007,20080331,8142.8630,9301.8840,4288.5230,950.7890,97.6540,-2126.1430,887.9630,349.3730,7934.5800,2061.2140,681.4640
288083,2008,20090331,10931.8320,12210.8920,5381.0750,1982.4990,153.0030,-688.4940,1555.9470,662.3190,10466.8420,2929.1590,788.0400
288083,2009,20100331,12064.2890,13698.4700,6662.3730,1504.3610,164.3380,1069.7000,2083.3720,1487.8850,12037.6310,3016.5460,802.6590
288083,2010,20110331,11908.0190,15375.1880,2899.3770,2287.0850,132.7380,-898.5510,1554.6230,3374.6360,5355.5290,2243.1620,-3145.5670
288083,2011,20120331,10243.8430,13676.0670,1802.2110,2755.5840,110.4150,619.6040,1470.3830,3862.4700,1652.6550,939.8770,-1339.1120
289828,2000,20000930,384.2720,611.1680,713.0870,1.9410,14.4600,28.9940,187.7830,160.0240,898.4340,128.5740,48.9260
289828,2001,20010930,362.3580,616.1620,460.8660,3.3600,7.1510,61.8320,222.0090,103.2800,607.1090,117.2810,36.0470
289828,2002,20021231,402.7560,789.8510,613.7770,93.8220,15.1700,13.0830,368.6310,138.7870,803.5720,153.7290,32.5560
289828,2003,20040331,403.2750,831.9940,517.6110,80.7050,23.7400,59.6520,423.1810,83.2240,698.2830,143.0030,36.4880
289828,2004,20050331,477.8380,1162.0490,408.7230,257.6550,17.9430,46.4970,703.4800,147.7790,587.1390,140.7170,38.3370
289828,2005,20060331,566.5670,1371.9550,478.1520,310.0850,29.7470,-6.1780,859.0270,103.3750,718.6250,180.9750,29.9040
289828,2006,20070331,901.2120,1792.5050,805.6340,614.9020,39.2080,122.6570,988.7810,147.8650,1148.1520,247.8840,41.7180
289828,2007,20080331,1095.7330,2141.8720,761.0660,567.6730,44.6050,-196.1150,1192.1400,363.0240,1114.4430,323.5680,49.9610
289828,2008,20090331,1095.0420,2215.8780,976.9900,602.9410,49.2990,77.1810,1318.3020,374.5480,1385.2990,351.2920,-190.2650
289828,2009,20100331,1186.8550,2248.8070,823.0950,584.4250,51.6990,119.8400,1299.1520,367.1340,1217.6580,350.1060,42.9670
289828,2010,20110331,1423.1940,2446.1910,935.8530,617.9450,56.0900,19.8940,1310.7350,375.8970,1230.0880,388.8930,2.4770
289828,2011,20120331,1203.2540,2111.7200,1328.1380,132.2450,59.9170,476.9000,1283.5360,388.4200,1873.9850,298.6320,-685.6450
289828,2012,20130331,1304.0770,2127.8260,1321.2830,54.0920,48.9870,162.3380,1288.2990,409.7630,1888.0500,301.8390,-215.0960
289828,2013,20140331,1689.2100,2506.5220,1571.3140,58.1560,49.4490,80.2640,1306.4890,599.8990,2306.8950,360.2050,-15.3390
289828,2014,20150331,1801.5240,2577.4280,1482.8920,6.3330,49.2050,303.2990,1348.6740,634.8510,2176.2070,410.3810,-43.0190
289828,2015,20160331,1659.5970,2328.7800,1127.0280,0.4040,142.4990,228.6700,1385.2560,566.0570,2415.3460,305.6650,15.2580
289828,2016,20170331,1254.7000,1841.8000,1272.3000,32.9000,69.6000,-175.1000,1360.6000,459.8000,2437.7000,336.7000,392.9000
289828,2017,20180331,1391.3000,2610.6000,1188.0000,8.2000,66.9000,-158.0000,1998.0000,626.0000,2398.7000,394.8000,168.3000
289828,2018,20190331,1406.9000,2698.8000,1253.4000,26.7000,52.1000,372.7000,2097.6000,532.9000,2685.5000,436.1000,150.5000
289828,2019,20200331,1364.6000,2847.7000,1437.8000,117.1000,81.0000,311.0000,2344.2000,548.2000,3021.7000,526.0000,181.4000
289828,2020,20210331,2073.0000,3565.3000,1586.8000,92.9000,88.4000,89.4000,2418.7000,882.8000,3245.9000,516.2000,249.3000
289828,2021,20220331,3073.0000,4876.0000,2311.2000,79.6000,101.9000,-65.3000,2772.7000,1191.4000,5044.6000,659.2000,510.8000
290125,1999,20000331,85.0900,128.1850,104.0080,0.9030,3.4030,7.9500,50.4890,10.3270,137.9250,24.5100,3.0850
290125,2000,20010331,71.0360,117.7310,114.3990,1.1880,4.2880,5.9290,58.0100,13.3510,148.9030,24.9050,1.8590
290125,2001,20020331,90.6360,152.6580,113.9530,10.8210,4.3550,5.5990,74.1680,22.8280,150.4770,27.7120,0.9760
290125,2002,20030331,89.3400,173.5100,114.0400,26.7280,5.1100,11.1170,101.0440,19.9320,158.3850,32.4820,1.7720
290125,2003,20040331,86.2520,174.5220,93.9080,27.5660,5.7200,-2.0210,108.0750,14.4310,140.7050,32.1290,1.6010
290125,2004,20050331,107.6600,201.4090,132.3810,26.0810,6.5600,2.2830,114.7290,12.9110,190.3120,39.6240,3.3690
290125,2005,20060331,134.6470,225.9550,177.2920,26.9730,7.7930,0.2810,118.3160,20.5220,255.2480,54.3120,4.1110
290125,2006,20070331,157.4790,264.9240,209.9900,28.4860,6.8720,17.0780,123.2790,44.6810,293.3790,57.1920,1.2490
290125,2007,20080331,189.8870,282.6570,204.0300,27.9640,6.1200,-49.7200,127.3400,85.2410,330.1720,102.1300,3.5120
290125,2008,20090331,233.8610,337.9640,247.3350,37.3850,5.9170,-12.6340,125.4370,97.2340,377.4370,102.3740,1.3760
290125,2009,20100331,249.0280,341.8840,208.8720,25.6140,5.7220,2.1430,120.6480,116.3700,347.9520,105.8760,3.6020
290125,2010,20110331,280.4680,367.9980,242.6630,51.4720,5.5150,-38.6710,119.0920,106.3830,353.1000,76.4640,4.3350
290125,2011,20120331,285.5780,372.6880,219.6370,31.7350,5.4490,9.7790,118.8800,151.8390,304.9860,55.1130,0.1400
290125,2012,20130331,207.8200,277.2250,130.9050,25.5400,5.4450,36.4710,100.4320,93.2830,168.5740,44.8260,-11.2610
290125,2013,20140331,224.3450,280.9070,108.1020,22.6150,4.5020,-26.3890,91.6760,100.8130,170.1890,42.1840,0.1110
290125,2014,20150331,223.8410,274.1810,127.6080,20.0070,4.4310,9.0080,93.2980,94.0750,197.8490,48.5100,1.5820
290125,2015,20160331,242.4880,287.3380,130.4750,73.4540,2.6640,0.4900,93.5300,103.3740,201.2850,26.4420,1.6110
290125,2016,20170331,255.6580,291.5020,78.5730,41.3210,2.0140,-11.8650,88.7470,126.9100,130.1060,22.2440,-7.7720
290125,2017,20180331,247.8960,264.2720,28.3480,42.2070,1.4830,-1.5250,88.4030,109.8040,60.6430,18.9150,-12.7110
290125,2018,20190331,231.4610,245.2090,32.2930,86.2410,1.3700,-1.0340,87.7930,88.0860,67.9330,21.0040,0.1250
290125,2019,20200331,162.6170,176.5240,101.4340,88.5410,1.2780,-0.8640,89.4760,76.8480,59.0240,16.7640,-72.8170
290125,2020,20210331,134.8290,147.6110,45.9660,86.0080,1.1180,2.9050,89.3000,74.8770,35.1170,2.6330,-26.5820
290125,2021,20220331,128.5530,143.0700,24.0780,83.0030,1.0550,8.4040,86.4640,75.2960,47.3640,6.8510,0.5590
291535,2007,20080331,1353.7870,3199.0080,1408.1440,1359.2190,64.8370,51.4660,2191.0950,408.8450,1634.9690,29.3880,55.1520
291535,2008,20090331,1439.9610,3657.8130,2831.3920,1691.6020,134.5320,146.3670,2697.8160,399.0040,3104.5720,48.6360,-40.4050
291535,2009,20100331,2476.8420,5087.8770,3027.1070,2391.9860,137.6050,-505.9140,3220.1950,368.9190,3601.1700,165.8430,44.7150
291535,2010,20110331,3587.1660,6448.6220,4586.0580,2210.8360,171.3570,4.1710,3622.5190,878.6410,5670.7120,286.4490,95.6970
291535,2011,20120331,3557.3380,6459.9380,7158.2820,1915.5650,173.2650,702.5440,3726.9460,759.2560,8447.9110,303.6110,158.4770
291535,2012,20130331,4240.6860,7668.6740,7642.0150,2180.1200,170.3640,451.4480,4375.8630,849.0710,8935.8310,317.6110,160.5320
291535,2013,20140331,4639.4400,7929.7250,7045.4480,1775.6930,266.0640,756.6820,4476.2180,1441.2700,8304.2420,408.1400,11.5300
291535,2014,20150331,3028.9150,5899.0230,4378.5400,2272.7640,520.7790,-327.7250,4487.5500,782.2080,4298.1700,257.7590,-2083.4460
291535,2015,20160331,2075.6360,4402.1960,3563.4920,2323.1810,484.0400,3.8700,4470.1820,661.2410,3504.1380,196.8250,-1788.4090
291535,2016,20170331,2051.8780,3909.1000,2656.2930,1803.8820,460.3640,-59.4390,4403.8160,629.8820,3952.9920,258.9130,-433.8920
291535,2017,20180331,979.5230,2450.1980,2654.4010,0.0000,404.1470,,,312.9390,3023.3860,322.0660,-1185.1230
293707,1999,20000331,373.0180,1266.0180,460.6190,849.6830,41.9510,,968.5790,228.9840,602.4630,62.6800,-91.6580
293707,2000,20010331,203.6660,1086.6500,383.7420,693.8250,31.2440,,995.8440,66.7210,489.1700,48.6940,-119.0220
293707,2001,20020331,303.2570,1164.1780,426.4840,691.4520,49.5180,,1034.0840,159.8430,569.9290,46.0080,-81.0130
293707,2002,20030331,282.6190,1124.0100,448.5060,675.7500,51.3140,,1073.3910,140.8630,587.9900,45.2390,-22.9170
293707,2003,20040331,710.6100,1864.1730,700.2120,769.2130,56.1040,,1405.3190,409.5410,1028.7970,209.4280,-22.5480
293707,2004,20050331,659.9260,1825.9650,1146.1770,575.8730,81.3390,487.5030,1492.5030,221.2870,1727.6610,293.3930,53.9820
293707,2005,20060331,965.1480,2428.4090,1136.2460,1023.3750,82.7020,23.4280,1869.6410,371.9140,1832.4450,357.2850,93.2630
293707,2006,20070331,1598.9720,3711.0920,1747.0120,1173.3550,109.5380,-48.2520,2429.9480,490.9950,2671.6580,576.8180,112.6390
293707,2007,20080331,1813.5880,4122.5040,1897.9640,1479.9150,134.3860,52.7020,2842.9180,532.2020,2829.5800,704.3350,-243.7170
293707,2008,20090331,1793.3390,4403.4940,2050.3530,1773.4240,154.2980,74.3100,2881.1850,631.7440,3277.7390,840.4220,-458.2430
293707,2009,20100331,1490.6290,4310.0440,2062.2490,1769.1510,159.0020,251.9650,3537.4080,473.3450,3265.2840,705.5740,-67.5900
293707,2010,20110331,1615.3270,4056.0470,2322.3500,1715.9780,161.8180,170.6990,3571.1140,548.7230,3531.2250,651.8730,35.6010
293707,2011,20120331,1582.4710,3774.0410,2117.4400,1198.2390,143.6770,208.2890,3270.7580,818.6330,3128.6730,436.0550,38.3290
293707,2012,20130331,1439.0330,3980.4130,2395.9110,418.7210,140.6790,902.4870,3549.2340,588.5210,3640.7070,472.3820,217.4180
293707,2013,20140331,1626.1060,4108.9010,2527.1350,836.1440,144.3600,546.2090,3648.8820,622.5150,3919.4150,514.4990,260.3600
293707,2014,20150331,1699.3350,4256.8390,2408.1390,891.8280,95.5840,224.9090,3748.2390,670.5650,3652.2910,549.9240,186.1980
293707,2015,20160331,2001.4280,6143.1110,2166.6440,2355.9540,99.5990,199.1780,5033.7770,730.7590,3367.5080,659.3360,142.6610
293707,2016,20170331,2277.8490,7524.1650,2343.4890,2856.2140,184.3180,430.1270,6472.0030,748.0170,3783.1680,799.5250,139.5160
293707,2017,20180331,2264.7500,7333.2880,2235.8680,3635.5970,228.3990,526.9290,5387.7600,869.7500,3609.5750,686.9820,4.6150
293707,2018,20190331,2304.2880,7225.6210,2385.2310,3290.0330,232.1170,701.2600,5394.6210,719.7730,3486.0790,678.0710,-245.5210
293707,2019,20200331,2084.6780,6845.5910,2773.9680,2326.9060,237.1660,1750.3560,5408.8570,694.3080,3820.3770,624.8550,-264.5320
293707,2020,20210331,1918.6130,6566.2920,1454.3340,2289.5860,232.7890,-981.9120,5413.8190,697.5060,1938.8650,457.7600,-616.6270
293707,2021,20220331,1844.5850,6269.7690,2209.6420,1557.9030,228.8470,178.4860,5416.2800,412.8270,2723.3190,453.1130,-881.3960
294341,2001,20020331,0.0280,0.0280,0.0000,0.0580,0.0000,,0.0000,0.0000,0.0000,0.0010,
294341,2002,20030331,0.2280,0.2280,0.0000,0.1580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,
294341,2003,20040331,273.1510,314.0380,97.1910,205.1210,0.8420,-172.2020,41.7090,82.3830,103.3160,7.3000,
294341,2004,20050331,333.4980,460.1930,911.9530,138.2070,10.8400,178.6500,138.3450,53.1670,993.1610,27.0380,
294341,2005,20060331,76.7640,504.8320,18.8040,280.9630,2.2680,56.5520,424.7880,12.8510,19.6890,0.3720,
294341,2006,20070331,2060.1250,2640.9710,3401.4060,1234.4220,45.5090,-225.2250,657.1650,507.3310,3926.9770,67.9200,
294341,2007,20080331,3490.6940,4097.0190,5652.2280,1837.0770,51.1850,-295.9970,732.4090,1511.5680,6580.2300,107.0700,
294341,2008,20090331,6230.3860,6832.2310,10430.1890,3278.4890,53.9340,-407.7660,777.2530,2186.1680,11705.8110,141.6050,
294341,2009,20100331,10671.4230,11486.2010,14133.3160,363.2820,68.3050,-904.7880,1057.4620,2820.0570,16058.7920,181.4570,666.8730
294341,2010,20110331,13201.7150,14052.4140,19321.0870,766.0120,57.0450,-2082.1040,1150.2610,4382.3850,21611.8900,190.7170,663.5350
294341,2011,20120331,12307.9250,14384.9990,15140.5500,3903.3120,73.2680,,,6864.8590,16699.2990,92.6190,
294341,2012,20130331,12216.9160,14506.4200,9437.3640,5691.8950,82.6380,-715.8380,1806.6510,8233.7300,9429.3440,227.3280,-1126.3500
294341,2013,20140331,12746.8380,14585.5360,5872.3550,6896.6510,84.0040,-537.5470,1705.4100,8840.1660,5985.6730,174.4590,-1696.5610
294341,2014,20150331,10494.2160,12698.8890,2626.2270,10625.4690,70.4430,-653.4250,1967.8560,6677.5940,2398.4330,133.2960,-4135.0210
294341,2015,20160331,5170.6220,8560.0400,3010.4470,10849.7070,85.3970,1400.2000,2019.2880,3935.9510,2376.8140,43.5760,-2809.7610
294341,2016,20170331,2158.3010,6180.6840,783.9320,12086.6640,97.0460,-653.0030,1972.1150,1523.2270,1598.3900,48.1470,-1979.3290
294341,2017,20180331,2261.8260,6155.2780,98.6650,12824.7260,96.8990,23.9430,1978.2330,1580.7990,1035.1100,60.8240,-142.6860
294341,2018,20190331,2398.5380,6476.3820,35.8220,14261.4180,96.7400,-40.8120,1988.0770,1720.5140,963.4340,58.9350,171.0850
294341,2019,20200331,2274.0550,6065.5980,17.6330,14306.4900,96.4730,-4.4570,1982.4470,1618.2670,380.8070,52.1470,-310.7310
294341,2020,20210331,681.1860,4188.5620,9.9160,14336.3460,96.1040,29.1240,1981.4560,98.4360,262.3320,29.2340,-1754.2500
294650,2002,20030331,336.8100,591.1500,532.1700,126.5200,16.5600,16.3800,333.8300,141.9800,676.9600,69.6100,
294650,2003,20040331,403.0900,653.9200,681.5400,106.5800,19.7300,23.3500,339.9100,197.8500,870.7300,90.3400,
294650,2004,20050331,450.4100,977.1600,1013.9500,305.3300,26.6400,167.0100,641.3400,189.7300,1272.5100,120.4000,
294650,2005,20060331,626.1100,2101.3700,1475.0100,1077.9600,31.6400,9.2100,1619.4900,196.9700,1820.0500,155.4800,
294650,2006,20070331,976.0400,2580.6600,1612.1800,1247.9500,74.2900,132.6000,1817.5900,293.6100,2412.1700,349.2400,
294650,2007,20080331,1781.3230,3941.5750,3121.6520,1600.0270,91.6860,-43.2920,2455.1230,314.6790,4069.3940,216.7780,
294650,2008,20090331,2302.3720,5498.7900,3259.6290,2176.1660,112.0930,520.9300,3603.0360,407.8090,4632.5170,491.7210,
294650,2009,20100331,3373.7350,7052.1290,4419.8170,3005.7550,172.5760,-151.6690,4250.9770,945.1900,6252.1640,539.6120,434.0080
294650,2010,20110331,5378.5240,10353.7780,6235.4400,3724.7610,191.4510,-283.9880,5721.7910,1565.1890,8382.9280,622.5970,667.5410
294650,2011,20120331,6315.7220,12291.1700,7135.3740,3272.6050,233.3490,-1.1160,6294.8750,2397.4790,9801.4810,780.6490,731.0110
294650,2012,20130331,8955.6520,15241.1790,10511.2880,3918.1500,262.4210,-133.4800,6805.4770,3017.9640,13630.6360,1074.4850,653.3820
294650,2013,20140331,10403.9000,16738.7420,11304.3050,3842.7790,291.8710,502.6660,7174.2040,4281.7510,15179.3760,1378.0580,592.4260
294650,2014,20150331,11269.7000,17459.0330,12512.1440,2651.5130,399.9630,1856.0350,7507.4370,4863.2610,16849.7750,1549.0050,830.8600
294650,2015,20160331,12733.8110,18324.5870,12547.0690,2251.3030,401.3600,591.1670,7432.7080,5638.1580,16466.0610,1077.8720,571.3000
294650,2016,20170331,7036.2850,13499.8130,9473.6950,1028.2910,408.4660,15.4860,9024.6590,4363.2690,5167.1160,939.1450,-7284.8130
294650,2017,20180331,1137.5080,6825.3080,3637.9630,1.1840,398.0840,200.2380,8896.1870,547.7620,3278.3870,776.9320,-7990.9570
294650,2018,20190331,2187.0170,7462.4980,1883.1770,0.0000,391.7600,-65.6950,8883.0670,560.2850,2923.6740,722.7230,-423.7450
294650,2019,20200331,1229.0970,6181.9600,1909.6090,50.8530,408.9280,0.3400,9014.0280,383.2490,2597.8340,693.3700,-433.0920
294650,2020,20210331,815.9000,5254.7080,556.5480,0.0000,409.3140,-30.7750,,79.2050,671.0330,368.5960,-1018.5160
294650,2021,20220331,822.1780,4825.1350,835.9890,230.0000,367.4710,-1557.5980,8116.5640,95.8370,745.4400,172.3750,11107.6150
295224,1999,20000331,0.0000,0.0000,775.2950,0.0000,26.6900,,0.0000,0.0000,1021.3800,21.1030,19.2900
295224,2000,20010331,338.2190,695.6780,884.0580,154.4210,25.2890,-26.1850,496.8170,93.6160,1054.0660,84.5640,5.8200
295224,2001,20020331,351.9120,706.6700,899.3720,147.6000,22.2750,21.5030,502.3660,121.7980,1039.6830,53.5330,3.0310
295224,2002,20030331,428.8630,863.0850,1177.7350,248.4490,25.1020,11.8920,588.3650,177.7910,1354.6350,91.9050,4.4030
295224,2003,20040331,457.8620,929.2590,1238.1160,239.6230,29.4700,31.4030,654.6750,168.8900,1410.5110,101.4250,16.8280
295224,2004,20050331,510.8070,991.2910,1429.3630,261.6900,31.2010,11.7370,696.1260,212.2760,1649.2360,118.2350,25.1260
295224,2005,20060331,774.9930,1462.8800,2897.7080,383.6320,32.6010,-4.7150,938.0360,322.3910,3334.9280,272.2050,50.8700
295224,2006,20070331,986.4270,2137.0660,5304.1700,824.5870,51.3880,-17.3500,1446.4800,0.0000,5961.9980,389.9720,54.5160
295224,2007,20080331,1239.4400,2598.9910,5833.6950,955.3890,64.3110,-29.4840,1690.8610,261.8300,6503.3980,436.2830,31.4400
295224,2008,20090331,805.0560,2915.7560,2203.6380,1536.1690,77.7370,198.5430,2367.7530,158.3800,2441.0650,246.3660,-279.7810
295224,2009,20100331,1228.0000,3381.0260,2865.7340,1496.8090,95.5580,-11.9180,2582.9250,287.2110,3536.0330,299.2990,104.7250
295224,2010,20110331,1399.2980,3406.1900,3932.0230,997.7690,112.8140,364.2910,2617.5580,339.9930,4866.2650,371.5840,157.9450
295224,2011,20120331,1218.7680,3690.8750,3425.1530,1331.8070,111.3400,134.3230,2929.1240,535.2200,3804.8130,299.1030,-21.7070
295224,2012,20130331,1392.0700,4425.8700,4072.1510,1752.5730,116.1290,557.0070,3657.3560,662.4530,4898.4860,391.6700,65.5230
295224,2013,20140331,1521.8840,4539.5080,6248.0200,1491.1840,151.0430,588.9150,3795.6450,837.2240,7239.9160,501.3740,89.8840
295224,2014,20150331,1526.0320,4437.5460,5561.9890,1544.7630,148.3640,465.8720,3826.2150,795.2050,6657.3950,558.9780,40.4310
295224,2015,20160331,1533.6900,4415.2080,5157.2040,1509.6070,145.7040,478.0210,3898.3100,801.3480,6800.2820,315.3120,21.5400
295224,2016,20170331,1683.2470,4455.9010,5222.6330,1631.7650,154.1320,164.8460,3895.5160,885.7740,6640.3520,308.4660,21.4320
295224,2017,20180331,1472.8930,3918.3610,3789.1030,1306.7150,122.7350,517.5760,3030.8600,636.8530,5111.4650,264.8970,-147.4180
295224,2018,20190331,1492.3760,3974.5840,3850.2100,1377.1620,107.1370,208.0170,3170.2010,645.0840,5243.7190,235.1620,1.6170
295224,2019,20200331,1550.6420,3938.7430,2874.2800,1286.7970,108.6170,390.4160,3208.0200,606.3560,4230.3960,267.0120,-12.6190
295224,2020,20210331,2477.1270,3583.2780,2646.0420,1272.8050,106.8690,401.3940,1268.5470,844.5240,3938.9360,201.7860,-75.9630
295224,2021,20220331,1633.7870,2716.4600,2713.8660,880.7100,32.4200,408.6360,1259.0140,646.7950,3955.4160,171.5040,145.3030
295584,2004,20050331,46.0200,48.0700,74.5300,18.4600,0.5600,-2.5500,3.8300,17.6000,103.9900,26.4500,0.7400
295584,2005,20060331,79.4600,83.0300,150.2100,23.7900,0.6300,-2.5100,5.9000,24.4800,227.0300,56.4600,11.8000
295584,2006,20070331,218.6600,230.6900,285.2900,59.3900,0.9800,-31.2000,14.1300,83.5300,441.3900,110.0300,29.3900
295584,2007,20080331,530.0800,594.0200,412.6200,325.3100,9.3200,-195.3100,80.1000,117.9600,730.0700,241.4500,28.6300
295584,2008,20090331,1021.5100,1154.8300,680.6600,445.3700,16.0800,-38.4200,164.9200,306.6500,1372.9300,533.1000,62.1300
295584,2009,20100331,1709.8900,1874.2200,883.2000,137.0800,23.4300,-83.6300,209.7500,334.8200,2018.3300,827.7800,146.8300
295584,2010,20110331,1878.3000,2446.4720,826.1210,7.4130,25.2630,-391.5600,284.5100,259.2520,1860.4410,775.6560,123.7750
295584,2011,20120331,1316.9290,1736.1660,1058.8830,7.9750,26.4680,171.8500,364.2420,234.8620,1595.7150,689.1410,-254.6820
295584,2012,20130331,781.1610,1256.9640,864.8980,0.0000,16.8550,113.5840,442.4000,229.4390,1143.7030,528.3690,-328.7600
295584,2013,20140331,659.7960,1231.0240,654.8120,0.0000,15.5670,56.1100,549.4870,137.6120,1112.6030,478.0390,-91.0500
295584,2014,20150331,736.3670,1343.7730,715.4910,4.0190,63.6470,95.3130,587.6200,110.3380,1386.7770,525.1750,28.9110
295584,2015,20160331,707.1030,1371.4750,624.0530,43.8330,61.1750,199.2660,754.4250,106.1570,1552.6520,380.7290,50.6980
295584,2016,20170331,920.2240,1619.2010,498.1090,35.6980,79.1700,95.1730,843.1520,116.7640,1611.6740,459.5200,48.7890
295584,2017,20180331,1043.6710,1908.9150,702.4780,69.7720,88.3780,69.8190,697.7950,145.1890,1966.2260,642.3760,199.8740
295584,2018,20190331,1303.8290,2251.3120,1362.5650,42.8570,88.9240,237.3990,833.5640,236.8460,2885.5080,820.4500,124.9990
295584,2019,20200331,1503.2600,4494.1300,1480.0530,2091.9400,441.9180,238.9250,,63.8690,3380.3650,771.6230,164.2940
295584,2020,20210331,1468.1200,4285.9780,888.7700,1924.8100,390.8920,664.6700,2823.3680,90.3670,2516.4380,474.0260,96.6390
295584,2021,20220331,1609.6450,4958.2560,1300.2930,2128.0570,432.9530,902.7110,3485.4770,54.4980,3833.9380,672.6350,380.5550
297014,2005,20060331,17.5840,24.9360,52.9990,6.5090,0.9790,-7.1770,10.1310,9.1400,58.3230,2.0960,-0.0910
297014,2006,20070331,35.6170,41.9500,71.5690,5.7010,1.0200,-12.9040,10.1310,20.7400,78.8130,2.4590,1.0520
297014,2007,20080331,50.4730,149.4330,69.7710,65.6960,2.5390,1.5750,105.2980,31.3560,86.7810,4.3230,2.7580
297014,2008,20090331,70.1330,247.4060,170.9570,132.9000,4.9820,,187.2170,48.3640,206.9440,6.7510,6.0640
297014,2009,20100331,275.3790,587.2750,427.5700,202.7840,10.5910,,298.3140,209.3670,528.6640,9.4800,42.8150
297014,2010,20110331,914.1660,1672.3630,904.3480,423.0670,31.6350,-5408.3220,539.9340,571.4310,1156.3350,60.8230,69.8340
297014,2011,20120331,1387.2380,2369.8820,1543.9930,438.3310,33.9780,34.8610,1036.9370,1116.9110,1947.8450,50.5820,157.0810
297014,2012,20130331,3126.2220,4281.7930,3565.6420,516.0580,115.5320,-413.9230,1332.9100,2396.6890,4367.5280,130.8910,255.5870
297014,2013,20140331,5231.1970,6293.2990,8034.7140,299.9370,129.3250,-624.0360,1344.2420,3566.6980,9204.0780,124.1340,456.5050
297014,2014,20150331,5348.9600,6298.6970,8761.3580,138.9870,114.9440,-310.0180,1347.4730,3743.1220,9443.3020,97.9980,12.0790
297121,2005,20060331,156.7100,183.6140,139.9640,5.0000,1.6940,29.7200,52.7720,43.8990,306.5940,115.4460,
297121,2006,20070331,218.9240,250.2360,201.3090,5.0000,2.1230,4.1550,59.3060,54.4930,415.4310,158.9320,
297121,2007,20080331,295.1790,341.0490,265.0590,0.0000,2.7880,34.2360,66.6510,60.9440,600.6270,262.1510,
297121,2008,20090331,333.6170,475.5690,313.0220,0.0000,3.9450,121.5910,166.6780,87.0950,692.4260,294.2990,
297121,2009,20100331,317.2250,464.9190,432.0020,0.0000,13.0700,96.9690,175.3660,136.3940,869.5350,276.0390,
297121,2010,20110331,1440.5420,1569.9780,495.8460,0.0000,13.7310,-6.5930,73.5900,116.4240,1040.3690,321.2310,140.9050
297121,2011,20120331,1526.3400,1855.1080,575.8630,2.2040,15.0340,41.5830,231.1090,159.7350,1329.9390,518.2820,216.5200
297121,2012,20130331,877.1130,2112.6080,635.3960,94.0900,18.5100,131.0040,322.0220,409.9240,1510.8640,636.3630,188.8520
