gvkey,fyear,datadate,act,at,cogs,dltt,dp,oancf,ppegt,rect,sale,xsga,nicon
282779,2007,20080331,6051.5950,8418.1860,8079.1270,442.3580,135.2870,-296.7420,2540.9490,2196.7060,10691.7550,1932.9520,500.1040
282779,2008,20090331,6659.0190,9411.4700,11009.8320,365.1770,166.0500,-258.4340,2960.4290,3161.1870,14351.8980,2941.9630,53.7780
282779,2009,20100331,7571.8460,10217.8270,14200.3530,538.2480,213.5800,-102.5200,2858.2020,3358.4960,18134.0550,3791.2000,88.3270
282779,2010,20110331,8909.7800,12187.4680,17819.4230,540.1480,227.1980,-1027.5790,3511.4330,3823.2850,22069.0100,4035.5120,255.7080
282779,2011,20120331,9844.3360,13784.9190,22497.1700,533.4650,251.5850,141.1570,3876.7040,5204.9690,27984.9110,3329.4650,314.9000
282779,2012,20130331,13515.2980,17335.9220,31037.3920,541.8040,267.6960,-53.7930,4118.0340,8028.1800,38202.4010,4526.4710,237.8830
282779,2013,20140331,14507.3640,19095.9680,39071.0040,657.3770,288.9830,802.7650,4999.8650,7135.5240,46989.5860,5133.5000,386.4330
282779,2014,20150331,4671.6980,7342.4590,7021.7790,138.9410,158.4870,322.3540,3133.5940,1509.1160,10237.3710,2018.4960,250.6920
282779,2015,20160331,5624.1410,8246.2620,8009.6460,193.2010,168.6420,396.5020,3371.7380,1990.2860,13934.1620,2490.5110,366.6390
282779,2016,20170331,5737.9190,8945.5700,8070.2520,366.2870,198.6900,114.7160,4000.1510,1962.7110,15241.8810,3033.3450,335.0720
282779,2017,20180331,5494.9170,9366.6700,8340.1740,489.8920,226.3670,336.6940,2313.7260,1850.8580,14960.4010,2567.6730,240.8110
282779,2018,20190331,6669.3560,11004.9340,8827.6480,810.6760,258.9480,747.8400,3201.0090,2704.3660,17574.9780,3840.2840,672.8020
282779,2019,20200331,7091.6800,12523.0700,8189.9700,1697.1110,420.4400,637.1640,4777.5860,2871.6880,16851.2580,4013.0570,215.6440
282779,2020,20210331,7608.1160,12939.8570,7783.8020,1899.3700,441.0550,946.1380,5120.5640,3221.5000,14909.2650,3284.7050,172.7110
282779,2021,20220331,12467.0710,17806.1850,15261.7760,1954.4210,483.3680,-914.9840,5832.2580,4911.6900,27135.2900,4586.9920,681.4640
282948,2000,20010331,99.3860,118.4240,38.4930,8.5580,0.7990,-39.1530,21.8690,75.9680,110.2280,0.0000,4.6100
282948,2001,20020331,82.9340,102.5520,85.0340,6.1350,1.2570,4.0140,23.8380,52.5300,116.9710,0.0000,7.0070
282948,2002,20030331,52.5160,77.0490,83.9010,7.9480,1.5350,14.3860,30.4210,11.7510,112.5510,0.0000,-8.4410
282948,2003,20040331,48.1910,68.3560,66.2600,6.4330,1.5440,,27.6830,25.6530,53.8590,9.2770,-24.5770
282948,2004,20050331,92.6060,118.6850,223.9100,9.5820,1.2290,,34.9580,46.9790,287.7180,18.7040,37.3760
282948,2005,20060331,177.0700,289.0010,353.5120,0.7480,3.7380,37.2930,124.8140,113.2390,473.2250,15.4330,57.2990
282948,2006,20070331,642.5880,856.9880,533.1200,25.2400,5.1530,-113.0150,189.6130,233.9240,682.0670,23.1950,64.1610
282948,2007,20080331,1009.5650,1323.1870,879.2230,20.6400,8.1530,-19.2960,263.4850,410.0250,1190.4720,116.1110,128.3480
282948,2008,20090331,1000.6650,1535.4700,920.2770,10.4770,17.6520,163.3170,468.9090,487.9610,1217.8230,162.9760,52.9450
282948,2009,20100331,1222.4550,1776.4230,1290.5330,2.3220,23.5670,64.1550,519.6060,550.2620,1603.2300,126.8090,72.6650
282948,2010,20110331,1669.8550,2211.4760,1758.0680,820.6920,23.1080,,545.6120,783.4140,2067.9510,145.3310,25.9010
282948,2011,20120331,0.0000,0.0000,2248.7930,0.0000,12.6370,,0.0000,0.0000,1040.1680,60.6300,
282948,2012,20130331,0.0000,0.0000,937.5710,0.0000,2.3470,,0.0000,0.0000,919.9940,15.5300,
282973,2002,20030331,53.5600,69.8200,74.9200,9.9000,0.7900,-15.2800,16.9500,24.2000,80.3300,0.0000,1.3600
282973,2003,20040331,71.2400,91.9000,96.8500,14.7800,1.4600,-15.6100,22.8200,22.7000,104.0100,0.0000,2.1300
282973,2004,20050331,310.7800,410.9900,302.4200,54.2300,3.8500,-105.3900,106.0600,85.0700,340.8000,0.0000,26.4700
282973,2005,20060331,587.9300,897.6600,863.5200,118.3300,26.5300,33.2200,340.2000,228.0000,1031.0900,25.8800,90.8700
282973,2006,20070331,1955.2870,2531.2850,1230.3730,459.1870,37.9050,-174.8540,550.4370,403.1870,1631.2660,144.9200,175.3480
282973,2007,20080331,2670.2000,3772.6970,2085.7550,533.0180,57.6080,-342.5260,1139.7350,661.9120,2640.5900,175.0030,234.6550
282973,2008,20090331,2440.6980,5086.5450,2522.4870,1210.6080,79.7650,222.3200,2765.1490,909.9120,3044.8060,201.7070,137.2540
282973,2009,20100331,3181.7550,6680.1430,2837.8790,2375.2050,161.5400,297.9990,3786.3400,850.0110,3600.9920,234.6320,106.0360
282973,2010,20110331,3608.0820,7781.7430,3569.2770,2487.2730,261.9250,293.5630,4730.4110,955.8880,4211.5840,272.6690,-252.5430
282973,2011,20120331,1375.1710,6969.9940,3733.1120,3589.6220,286.5200,,,746.2910,2107.7210,319.6270,-2009.7480
282973,2012,20120930,2100.9920,6937.8200,4660.7820,4523.4500,411.5260,-1908.0020,5600.5520,616.7030,3089.2390,403.6940,-2184.1600
282973,2012,20130331,1792.3960,6531.2830,1301.9380,4617.0140,124.7690,-663.7280,5614.2960,746.9110,1302.7850,147.7490,-552.4470
282973,2013,20140331,1940.8510,2769.6180,3503.1570,3146.9230,248.9790,-494.0430,653.3890,1007.0190,3339.0120,407.6090,-133.3450
282973,2014,20150331,1661.8360,2230.9700,1125.9990,2954.2780,26.5470,-218.6350,604.8350,695.3450,1750.3160,716.1330,-390.2340
282973,2015,20160331,1259.7830,1914.0590,1363.7760,2936.0680,34.4660,-31.6640,750.3020,567.3970,2345.4560,711.5240,-186.7120
282973,2016,20170331,1031.5150,1549.8530,1373.9950,2282.3170,25.8380,621.0510,633.0870,401.7500,2153.4100,717.6890,-383.5880
282973,2017,20180331,606.7180,1116.6260,1129.3130,100.0970,20.9430,2223.8610,476.0110,295.9760,1835.0480,665.5660,-784.2490
282973,2018,20190331,654.7990,1151.9460,955.4890,350.4640,19.4390,175.2740,481.5250,302.4170,1720.1890,558.4940,-415.1880
282973,2019,20200331,462.0270,1191.4820,794.6260,517.6690,43.9060,143.4140,760.6320,257.7000,1493.4900,548.9250,-524.2830
282973,2020,20210331,483.8280,1216.0510,669.6860,573.8470,41.8190,48.4460,787.2880,244.2090,1212.2230,408.2720,-529.9960
282973,2021,20220331,681.4520,1608.2970,1004.2310,445.9140,38.3090,149.9070,983.1560,358.7310,1775.7730,452.0660,-286.0140
282977,2002,20030331,743.0610,953.9110,750.4990,232.4860,28.5710,,493.1370,246.5300,912.1810,117.8100,15.7230
282977,2003,20040331,846.3510,1078.1030,812.4930,167.4030,27.9110,25.9100,539.1130,285.2300,1084.5900,231.1180,27.2240
282977,2004,20050331,988.7260,1271.9150,659.0960,475.7620,32.0490,,565.4990,556.4450,901.3720,213.0630,
282977,2005,20060331,1124.4470,1465.7720,607.5130,102.0060,26.6310,,593.1320,562.0710,969.3770,183.6210,
282977,2006,20070331,2138.5900,3035.0120,943.0220,398.8500,32.2750,-29.7040,966.3750,335.0950,1411.5750,208.9030,147.4150
282977,2007,20080331,2007.5620,3450.1620,855.5010,880.3240,57.4440,-176.8920,1343.7960,531.1600,1444.8250,286.8770,88.5120
282977,2008,20090331,1905.4930,3757.1660,973.3990,1197.4510,68.9310,-83.3410,2011.3740,377.0110,1375.5170,311.1880,-188.9980
282977,2009,20100331,1955.8750,4141.1570,701.1390,1641.6380,55.1330,253.2910,2412.2450,324.7640,1160.8020,241.8600,13.1550
282977,2010,20110331,1980.8740,4207.9490,876.0860,1439.6530,105.8930,65.4640,2736.4840,389.3170,1637.6150,359.9340,29.6440
282977,2011,20120331,1707.7680,3974.7010,1043.5990,1078.0170,152.4930,401.7550,2805.5260,361.9580,1901.9700,442.3530,-307.0240
282977,2012,20130331,1960.8650,3818.4080,774.1590,598.8610,147.1530,523.3720,2444.1110,342.8000,1770.5460,370.8520,-50.8610
282977,2013,20140331,1077.2150,2725.4310,537.5970,518.6590,120.7920,263.4660,2445.5040,570.6090,495.0330,233.1540,-2087.3540
283018,2001,20020331,144.9600,183.7000,263.1200,49.6600,4.2800,31.3400,55.5700,43.1400,376.3000,74.3000,17.5600
283018,2002,20030331,198.5700,261.9300,330.5100,84.7300,7.2900,20.8000,87.3400,51.7000,496.0500,100.7300,31.1700
283018,2003,20040331,200.3800,281.4900,425.8900,106.5300,7.4000,66.9300,109.5000,45.9800,624.6000,111.7200,52.6900
283018,2004,20050331,264.2300,365.4600,527.9400,131.7200,7.2100,37.3400,133.5000,49.9100,746.4700,141.7900,42.3500
283018,2005,20060331,324.0700,453.8200,532.1200,131.9200,8.3600,107.7900,166.2700,58.9800,1011.8600,291.6600,113.9100
283018,2006,20070331,825.0360,1210.4610,761.5960,74.6470,13.8420,101.7370,306.5340,84.4690,1359.3950,323.5560,170.2690
283018,2007,20080331,1002.2680,1748.6420,1038.8060,92.9480,35.6670,121.5590,530.0850,129.6310,1923.4780,511.2980,238.1700
283018,2008,20090331,1402.3380,2122.7260,1372.1130,150.9550,73.3390,331.5310,816.6850,192.1760,2546.5130,648.4200,316.3050
283018,2009,20100331,1868.4770,2723.1680,1789.2800,109.0890,89.8670,297.6220,1062.3000,242.6750,3393.7990,931.9040,396.1030
283018,2010,20110331,2354.5550,3389.2270,2631.2300,404.8230,98.2970,-1.5720,1333.2780,417.4160,4915.6160,1357.0740,585.4850
283018,2011,20120331,2314.9420,3715.3450,3719.5520,218.7530,106.2210,1225.8790,1487.5040,450.4350,6834.0940,1705.9750,899.8540
283018,2012,20130331,3102.0250,4717.3220,4739.0030,290.5240,113.5140,871.4010,1911.8500,584.9310,8634.6410,2163.1950,1125.3340
283018,2013,20140331,4562.7570,6696.0180,6396.7930,333.1460,139.2880,740.0560,2384.9820,731.8960,11730.9430,2877.0130,1537.8370
283018,2014,20150331,5578.1480,8234.6100,8310.5480,345.3730,176.4290,1669.9940,2991.7570,946.3670,15430.2130,3877.8870,1960.2440
283018,2015,20160331,6808.9790,9446.9750,6904.8180,242.9890,238.0330,2164.5660,3159.8990,1125.9780,17834.3380,4092.8690,2326.5650
283018,2016,20170331,8303.7700,11512.9500,8758.1100,397.8400,247.1800,2735.8500,2952.4200,1207.8000,21301.3400,4978.1200,2662.8200
283018,2017,20180331,10550.3000,14123.8400,11042.1800,326.2000,279.9200,4545.5600,3507.6500,1804.0400,25513.6900,5405.0100,3469.7600
283018,2018,20190331,10048.1100,13505.9000,12171.0500,198.6900,310.6200,2297.1200,3920.5100,1818.3400,28521.9900,6086.0800,3939.4200
283018,2019,20200331,10145.4400,15129.4100,13405.7500,1270.3200,613.5500,5166.9300,5511.6100,1469.7200,29454.2200,6294.7300,3432.2300
283018,2020,20210331,12250.7600,16998.6300,12882.5200,943.9600,629.1200,6958.8800,5609.8700,1398.2700,28329.6200,5956.3100,3405.8100
283018,2021,20220331,15680.7800,21069.4600,17418.9800,746.4800,654.7300,3269.1100,6476.7800,1699.3500,38864.6500,7873.8400,5365.3100
286320,2000,20000630,0.0000,0.0000,682.0500,0.0000,17.5600,,0.0000,0.0000,824.0400,8.8930,
286320,2001,20010630,0.0000,0.0000,998.8590,0.0000,15.5000,,0.0000,0.0000,1162.8300,9.1180,
286320,2002,20020630,490.6170,807.3240,1166.2630,177.8420,21.4170,39.4580,405.0760,230.0900,1336.6470,50.0890,43.6550
286320,2003,20030630,684.6710,1000.2990,1374.0670,162.8420,21.8070,7.1190,426.1800,353.5050,1575.0220,42.0520,53.7630
286320,2004,20040630,875.3300,1189.8010,1888.9480,175.4060,22.2230,6.4160,446.9880,434.4760,2108.4000,47.6770,61.9440
286320,2005,20050630,1123.7440,1608.1260,2566.9780,158.4010,23.3530,98.5610,639.9350,540.6160,2823.8480,49.8860,97.2870
286320,2006,20060630,1438.2610,3749.9670,3252.0820,1583.2400,27.3000,35.8350,2490.1430,686.2050,3600.3310,84.3060,158.4190
286320,2007,20070630,2823.0530,6890.5830,5314.7790,3376.2410,148.1640,611.5220,4394.8880,1408.3640,6443.8390,244.8190,405.6930
286320,2008,20080630,4527.6030,9251.0800,7650.9160,4383.4560,224.1620,-23.8450,5242.5930,2192.2870,9281.3110,372.2770,577.1350
286320,2009,20090630,6939.7250,12196.8620,9413.0700,4912.1580,251.9860,318.8070,5963.2080,3379.8480,11579.5040,541.1490,629.5890
286320,2010,20100630,10368.8540,17119.6510,12658.2090,5079.0910,269.9650,-982.6180,7240.4990,4030.5570,15354.8030,752.1750,916.5300
286320,2011,20110630,12344.0080,24263.9140,14488.2560,10015.9070,370.8800,978.3900,12552.5860,4072.1050,17983.8300,906.2210,1041.0500
286320,2012,20120630,14091.0210,33594.1240,18675.3230,13917.4410,616.6560,1840.6100,19795.5170,6472.9700,23967.9200,1009.2820,1104.7330
286320,2013,20130630,16056.2460,35512.9810,16455.2350,17535.4460,1016.9670,-5176.6930,20841.8450,4193.8970,19221.9660,2038.5290,-4155.4050
286320,2013,20140331,13438.8460,32459.9750,8762.5880,21549.3560,790.1030,236.6060,,7458.8830,8565.8920,1563.4570,-6246.6630
286320,2014,20150331,6996.5110,24796.8990,8364.3210,23032.7970,1117.0850,-1084.1170,21756.6260,6142.8410,7137.5670,1177.0100,-9302.5690
286320,2015,20160331,4767.2110,21616.4070,3010.1540,24108.5550,956.8630,90.1390,21805.4460,3998.1880,4487.5950,530.0780,-1511.0510
286320,2016,20170331,2918.9740,18898.0670,2193.2130,24066.1480,895.1200,118.3770,21806.5570,2344.8550,3115.8710,517.8980,-2664.1680
286320,2017,20180331,2912.3970,17634.4440,1058.1410,23884.4730,881.5850,170.4100,21188.5370,2545.3210,1928.2730,481.6630,-1180.7540
286320,2018,20190331,,,1025.9000,,837.3000,,,,614.9000,,-1249.5000
286488,1999,20000331,434.3790,992.0870,633.0100,213.5440,42.1340,54.0530,649.2650,121.3990,961.1460,117.8570,84.2870
286488,2000,20010331,588.9060,1230.2630,843.1090,292.2110,50.2710,38.3170,748.9880,156.9730,1157.4750,0.0000,83.8600
286488,2001,20020331,591.7050,1433.2740,898.3060,261.2620,40.6470,171.6000,874.6570,140.3110,1198.9180,37.1520,45.0460
286488,2002,20030331,667.1420,1490.1130,984.2860,376.6000,48.6830,90.6630,912.2970,165.0880,1333.9100,45.2220,49.9100
286488,2003,20040331,737.2940,1574.6010,1186.6700,334.3580,51.3880,106.4660,987.9970,156.3280,1546.9640,39.3860,56.0750
286488,2004,20050331,919.3090,2208.1830,1352.0140,676.3120,56.2630,62.0520,1495.8850,195.1800,1795.5640,39.6120,141.3400
286488,2005,20060331,2808.9280,5155.0060,2002.1220,1259.9130,74.3020,-451.7690,2570.3530,497.3950,2629.9480,43.6600,238.0270
286488,2006,20070331,3404.7720,7055.5330,3349.7590,2203.2450,134.0700,-139.4040,4003.8430,822.2210,4291.3540,130.6830,303.2400
286488,2007,20080331,4829.5900,10884.0750,5114.7080,4152.5070,178.2500,-1076.3090,6084.7510,1412.2900,6342.6910,429.8610,115.0080
286488,2008,20090331,0.0000,0.0000,7585.9610,0.0000,304.9060,,0.0000,0.0000,8122.7160,159.8420,
286488,2009,20090630,4629.2760,13255.1180,9236.2770,6684.4540,394.0320,-1329.2630,7999.2570,1970.6040,9938.5220,694.9690,-1997.3240
286488,2009,20100331,5209.7180,14631.3560,4001.7820,8125.8190,306.6090,-1653.1630,8165.6800,1313.7780,4688.2290,489.5890,-917.6290
286488,2010,20110331,6346.9910,16228.3380,5677.3660,7757.1990,444.2680,-1187.6400,8168.6200,991.8130,6955.0010,744.3590,-965.8390
286488,2011,20120331,4846.1580,10967.9690,7084.1190,6995.8420,456.6700,512.1610,8155.0620,1552.9390,6448.1760,957.7230,-2763.2260
286488,2012,20130331,5274.8460,10967.4530,5666.2740,6615.9170,450.1450,1129.0810,8167.1820,1244.2470,7005.3990,1148.1610,-1272.2410
286488,2013,20140331,5624.2800,10988.1100,6540.3430,6729.3960,450.4690,1100.4530,8173.2660,1305.4840,7790.9200,1340.8940,-1298.7110
286488,2014,20150331,5496.9990,10395.2560,5048.3760,6735.8150,448.6020,43.2800,8210.4860,1299.2350,6108.9910,1278.7500,-420.8300
286488,2015,20160331,2155.0980,6593.0240,4035.8540,7625.7150,359.7050,4113.9190,8196.1050,929.3530,5494.1540,664.9100,75.6810
286488,2016,20170331,1270.9110,5183.5420,3446.1880,7394.6180,336.7680,520.2950,7915.6350,478.4590,4768.6050,670.6780,-690.1350
286488,2017,20180331,769.9320,4168.6140,2528.3920,3997.6080,352.6580,423.0870,7552.7480,353.3930,3634.6720,581.7940,-1196.6000
286488,2018,20190331,721.2910,3776.8560,2435.7680,3996.6260,338.3660,615.9490,7515.0180,337.8950,3711.5160,476.9310,-632.6290
286488,2019,20200331,579.1010,2261.5460,2012.2670,3956.6560,148.6520,-124.7620,4546.8430,246.3440,3132.0180,469.5790,-1122.3830
286488,2020,20210331,727.3210,1961.0950,1565.3430,4271.4230,80.7900,358.1560,3510.6990,368.7570,2541.0270,344.3970,-749.2800
286488,2021,20220331,410.4930,454.8930,2062.8370,4413.9320,50.2600,-586.2970,62.5440,350.3240,3024.2790,438.4890,-829.0460
286526,1999,20000331,1179.2730,1967.1680,2142.4820,553.2790,71.3550,218.6800,1300.5930,660.6620,2838.7970,431.5840,147.7150
286526,2000,20010331,1539.0120,2419.6430,2432.0950,790.0970,84.3120,-58.4250,1456.5720,807.9950,3223.0830,489.9650,152.3360
286526,2001,20020331,1634.9890,2576.6380,1942.9190,840.4800,94.2650,48.5150,1603.5870,816.7490,2707.3160,524.8790,81.1830
286526,2002,20030331,1581.1170,2518.7710,1998.6230,670.0270,98.4830,235.3870,1648.2840,847.6590,2730.2020,478.8800,76.7250
286526,2003,20040331,1488.6980,2527.7910,1948.0400,695.6240,100.4260,260.1470,1833.2010,700.1140,2637.4010,467.3460,73.5870
286526,2004,20050331,1467.5820,2700.2180,2203.9060,760.9380,118.5000,280.0530,1982.2660,676.9200,2961.9350,509.6940,81.6280
286526,2005,20060331,1894.1620,3156.6000,3021.0440,676.9700,142.0800,199.9700,2088.0210,993.6210,3936.7610,579.2590,161.8520
286526,2006,20070331,2259.2420,4042.0830,3342.2560,761.4080,155.4980,98.7790,2640.2250,1277.5730,4467.0650,736.9870,200.4460
286526,2007,20080331,2760.6780,4826.0510,3580.0460,1314.1920,165.5490,-145.9770,3031.0410,1426.0150,4860.9620,862.7690,94.3290
286526,2008,20090331,2475.7700,4543.8960,3873.9490,1423.7690,191.7930,785.4550,3222.2560,1137.8920,5301.1570,871.3480,114.3790
286526,2009,20100331,2514.0210,4801.4740,4831.8830,1216.7090,201.9330,1033.9510,3321.6630,1167.8630,6597.1870,956.8160,336.9860
286526,2010,20110331,4079.3940,6579.0680,6101.0780,1150.5520,209.3190,-231.4350,3829.4060,1847.9000,8547.9680,1258.2410,576.4290
286526,2011,20120331,4606.2190,7256.1910,6347.4620,801.5840,223.0590,608.7390,4119.1880,1988.5930,9155.4060,1499.5430,567.2660
286526,2012,20130331,5080.5420,8373.3160,7203.7090,1001.9590,218.2040,680.5620,5038.3440,2111.9050,10413.1390,1917.0740,551.5850
286526,2013,20140331,5304.9550,8963.6860,9009.9090,852.1670,291.5050,655.4170,5610.4040,2623.4040,13034.3280,2369.2550,642.8980
286526,2014,20150331,6228.6910,9771.3630,10401.1870,577.6540,408.9620,595.7090,5840.6220,3373.9730,15102.9840,2726.0020,787.1560
286526,2015,20160331,7433.3130,11956.4040,8252.3870,567.7500,429.9430,712.8580,6834.8740,3664.7720,16217.4770,2194.3260,851.7130
286526,2016,20170331,6801.5660,11588.8750,7330.1140,638.8800,513.3310,2029.4710,4919.8530,3340.5190,15683.3480,2396.1060,910.1370
286526,2017,20180331,9590.1020,15533.9800,7727.9980,1344.9600,542.1100,-308.5090,6312.5620,4767.3130,17320.3950,2715.4930,1108.1310
286526,2018,20190331,9304.4650,15024.7160,8065.6360,1372.3360,590.4020,1918.0870,6842.8030,4590.0050,18161.6880,2988.9300,990.8700
286526,2019,20200331,8945.0740,14869.7850,8371.6450,1377.2490,730.3540,2009.6220,7737.6820,4055.5700,16993.0030,2821.3510,692.4720
286526,2020,20210331,6701.2730,12104.9450,6441.5340,788.8040,611.6900,3301.1790,7626.6470,3301.0160,10892.4570,1387.3110,35.8000
286526,2021,20220331,9753.7870,15129.0260,9216.2680,440.7910,589.1650,448.0240,8156.4410,4898.3910,19049.6390,1889.8220,2162.3780
286641,2000,20010331,49.8700,58.4000,0.1700,51.0600,0.0100,,9.4600,6.1100,0.0400,1.3200,0.3900
286641,2001,20020331,5.8900,53.2100,0.0600,50.8300,5.4400,,53.7700,0.2400,0.2400,1.6000,-9.6500
286641,2002,20030331,71.3100,169.8200,20.5000,145.3300,5.9700,,89.5300,44.9300,36.5100,5.5900,8.6400
286641,2003,20040331,99.5900,208.3600,133.5200,113.4400,9.5000,,116.4400,41.6100,224.2600,30.7300,38.2100
286641,2004,20050331,193.9900,297.7800,156.9800,102.0300,10.5700,,135.7100,73.8800,261.1900,43.5600,36.1500
286641,2005,20060331,5136.3490,5458.2100,453.6480,70.0000,14.9150,-35.2420,302.4550,134.9560,880.2120,228.4000,116.5110
286641,2006,20070331,1229.7510,1621.9100,700.9600,46.6010,29.6190,-44.4550,384.6350,252.2960,1336.1940,381.3330,186.4660
286641,2007,20080331,1401.5650,1894.5500,833.7370,33.3100,39.2030,144.5030,483.4810,325.5890,1595.9670,454.1600,211.0480
286641,2008,20090331,1459.9350,1960.7560,719.6290,19.5260,50.4100,416.5300,616.9900,230.3620,1445.8340,491.3420,142.5770
286641,2009,20100331,1729.3020,2208.1130,772.2590,58.0080,58.4450,302.0740,636.9470,275.7160,1752.7770,501.1020,325.1650
286641,2010,20110331,2040.0130,2518.7780,1075.0130,0.0000,57.2630,377.6700,691.0190,334.3190,2353.1000,593.0080,462.3330
286641,2011,20120331,2245.8660,2852.7360,1550.8730,0.0000,62.3100,369.3990,748.6230,580.5670,3018.9840,716.4460,521.4080
286641,2012,20130331,2640.2580,3244.2900,1515.9170,0.0000,59.3760,662.1740,788.0650,497.8120,3029.9250,758.1940,534.1730
286641,2013,20140331,3136.7340,3705.3560,1844.1860,0.0000,51.4730,422.1980,804.8320,649.6120,3672.1480,873.8400,670.2770
286641,2014,20150331,2017.7390,4104.8300,2142.0780,0.0000,37.3970,753.2580,991.2780,791.0980,4083.2390,966.1640,662.4460
286641,2015,20160331,2951.7710,4237.3370,2419.4720,0.0000,41.6070,490.7760,1051.7270,1102.5320,4573.5910,1113.5070,678.9510
286641,2016,20170331,2958.1400,4953.7820,2532.3900,0.0000,47.9360,807.4110,1193.2800,1071.6650,4923.7830,1395.7940,852.3660
286641,2017,20180331,3515.3750,5718.4870,2424.5650,0.0000,57.7350,555.5420,861.9840,1376.3340,4602.7490,1195.9990,731.8650
286641,2018,20190331,4120.2300,6452.2040,2444.9060,0.0000,80.6150,-6.0030,944.7730,1786.3830,5023.9620,1455.6690,802.8820
286641,2019,20200331,4861.8660,6364.2370,2647.9730,34.2010,82.3400,509.3810,1053.8250,1723.4890,5296.7010,1697.7230,730.3010
286641,2020,20210331,4694.4510,5822.1640,1823.5560,31.1430,66.9820,967.0690,1082.1880,1331.3930,3027.2960,1017.0970,198.0190
286641,2021,20220331,6181.7240,7429.5980,3613.4070,43.8830,70.2630,568.6830,1180.8660,1736.9120,6076.0980,1462.3960,816.2770
287113,2003,20040331,24.3800,226.0800,1.1900,184.9000,6.4800,38.8700,201.7100,0.0100,0.0000,0.2600,-7.1700
287113,2004,20050331,593.3600,2053.0500,455.8800,1397.3200,190.7700,149.4900,1520.3300,282.5300,591.9900,15.0400,0.2000
287113,2005,20060331,1743.3500,6811.6200,2950.6700,3111.7400,281.7400,825.1700,5406.4800,584.7100,4214.5000,274.2000,755.1500
287113,2006,20070331,2607.0200,9392.9100,3271.1800,3297.7800,363.5300,750.5500,7381.5700,841.1800,4816.2300,342.2700,584.2000
287113,2007,20080331,4160.0250,12678.7900,4185.3880,4650.0480,470.1760,-403.2050,9629.2100,1159.2250,5739.6340,480.7250,793.4500
287113,2008,20090331,4497.3670,12706.1790,5697.1620,4182.1490,559.5440,1546.5810,9927.4440,1682.2040,7181.7750,670.5740,101.0340
287113,2009,20100331,3860.1210,11805.1160,5655.7110,3662.8270,704.9730,1573.6190,10358.6440,1420.9670,8032.0910,805.1420,504.3510
287113,2010,20110331,5226.4100,15144.5140,6879.3420,4695.5630,1256.7540,637.5750,13538.0490,1448.6960,10493.6880,1057.7550,714.8950
287113,2011,20120331,4618.0000,17190.3000,9713.2000,4262.0000,1036.2000,2154.4000,16255.6000,1987.5000,12685.4000,1142.2000,315.7000
287113,2012,20130331,7247.2000,20900.2000,11114.8000,4799.4000,1509.3000,4057.9000,19507.8000,2042.2000,16646.7000,1562.4000,1017.8000
287113,2013,20140331,8919.2000,21644.6000,17327.2000,4742.6000,1567.0000,4520.3000,20235.0000,2952.2000,23710.2000,1993.9000,1404.5000
287113,2014,20150331,9611.3000,22317.4000,18766.3000,3128.9000,1540.2000,3101.4000,21219.4000,3313.2000,25657.5000,2353.5000,1723.1000
287113,2015,20160331,10829.7000,23960.2000,16699.0000,2100.6000,1520.5000,2026.6000,22510.6000,4679.6000,25910.9000,2201.3000,2093.9000
287113,2016,20170331,10376.1000,23913.5000,17522.1000,2113.6000,1493.9000,4770.4000,,4127.3000,28069.4000,2810.6000,2868.2000
287113,2017,20180331,13036.2000,25521.5000,19103.0000,1586.1000,1398.5000,2259.8000,16544.3000,5257.6000,30232.7000,3027.6000,2903.8000
287113,2018,20190331,17654.4000,29737.4000,21211.0000,1304.9000,1311.3000,659.4000,17073.1000,6217.2000,33840.1000,3832.3000,3348.7000
287113,2019,20200331,15101.7000,28971.8000,20591.0000,2067.5000,1370.9000,7882.8000,20207.6000,5471.4000,33526.3000,3973.6000,3766.8000
287113,2020,20210331,17544.3000,32650.6000,20344.0000,1790.8000,1467.0000,6589.2000,21189.4000,3840.9000,35301.5000,3973.5000,5152.6000
287113,2021,20220331,24738.9000,48680.2000,27941.0000,6260.7000,1411.2000,4942.3000,30281.0000,5632.1000,48224.8000,4473.7000,8418.4000
287809,1999,20000331,128.5800,228.8310,100.9100,88.6570,4.4170,-15.1230,112.8850,59.8060,155.6730,47.8140,5.9910
287809,2000,20010331,101.7770,221.8940,146.8670,86.4400,4.6650,13.6490,113.3040,33.5300,154.1020,19.8820,-25.5440
287809,2001,20020331,90.1370,197.3210,90.5330,73.5080,4.7160,24.0760,114.8610,27.6980,147.3360,40.7670,9.5190
287809,2002,20030331,113.2570,205.8650,240.9280,70.6030,5.2000,29.4060,125.5750,50.9490,340.8650,71.2950,20.9880
287809,2003,20040331,154.1120,255.5810,237.1320,57.3510,6.6200,13.6020,141.0160,65.8470,364.7960,116.2020,18.4600
287809,2004,20050331,275.6000,421.8100,517.6910,60.4080,7.8800,45.4820,193.2600,74.6630,738.7300,210.7450,26.2390
287809,2005,20060331,363.5960,670.4380,776.9050,74.7730,14.2670,-45.3490,366.2740,176.0880,1058.3270,226.6930,44.3350
287809,2006,20070331,597.1720,1644.3020,1081.7890,683.5320,19.4500,162.1600,1124.6330,261.4800,1529.6030,325.7840,95.5310
287809,2007,20080331,686.5530,1833.5980,1210.8110,691.6310,49.1840,166.0570,1273.4830,312.4940,1761.0960,429.8220,88.4110
